Date,Open,High,Low,Close,Adj Close,Volume
2018-02-21,56.360001,57.180000,55.970001,55.970001,52.793316,2268000
2018-02-22,56.160000,57.009998,56.029999,56.610001,53.396992,2319200
2018-02-23,56.660000,57.090000,56.459999,57.070000,53.830883,1287900
2018-02-26,57.610001,58.189999,57.200001,58.009998,54.717529,2900100
2018-02-27,57.480000,57.500000,56.470001,56.549999,53.340397,4201900
2018-02-28,55.380001,55.610001,54.660000,54.709999,51.604832,5776800
2018-03-01,53.099998,53.250000,51.990002,52.639999,51.352654,4861600
2018-03-02,51.400002,51.810001,50.770000,51.480000,50.221024,5408000
2018-03-05,51.110001,52.320000,51.049999,52.250000,50.972191,2914800
2018-03-06,52.779999,53.570000,52.779999,53.220001,51.918472,4165200
2018-03-07,52.430000,52.959999,52.180000,52.610001,51.323387,3759500
2018-03-08,52.180000,52.240002,51.310001,51.910000,50.640507,4681200
2018-03-09,52.230000,52.730000,51.840000,52.070000,50.796593,3275500
2018-03-12,52.259998,52.410000,52.000000,52.220001,50.942924,2079700
2018-03-13,52.770000,52.990002,52.000000,52.040001,50.767326,2551600
2018-03-14,53.060001,53.130001,51.910000,52.200001,50.923416,2944400
2018-03-15,52.669998,52.830002,52.360001,52.599998,51.313629,5063200
2018-03-16,52.660000,52.930000,52.389999,52.580002,51.294125,2006700
2018-03-19,52.000000,52.020000,51.189999,51.619999,50.357597,2816700
2018-03-20,51.689999,52.220001,51.439999,51.700001,50.435642,2106700
2018-03-21,51.830002,53.490002,51.700001,53.259998,51.957489,3824200
2018-03-22,51.669998,51.869999,50.610001,50.790001,49.547897,4288800
2018-03-23,51.009998,51.639999,50.459999,50.509998,49.274742,3124300
2018-03-26,51.619999,51.680000,50.740002,51.450001,50.191757,2292100
2018-03-27,52.160000,52.169998,50.459999,50.689999,49.450340,3806300
2018-03-28,50.299999,50.509998,49.689999,50.200001,48.972328,3365100
2018-03-29,51.200001,51.900002,51.099998,51.529999,50.269798,3074000
2018-04-02,51.720001,52.009998,51.009998,51.310001,50.055180,2179700
2018-04-03,51.799999,52.230000,50.980000,51.290001,50.035671,2950900
2018-04-04,50.060001,51.060001,50.049999,50.980000,49.733250,2624400
2018-04-05,51.599998,51.939999,51.349998,51.520000,50.260044,3076600
2018-04-06,50.990002,51.200001,50.320000,50.549999,49.313766,2545100
2018-04-09,50.980000,51.619999,50.410000,50.930000,49.684475,3645400
2018-04-10,53.119999,53.599998,52.770000,53.139999,51.840424,4436400
2018-04-11,52.779999,53.770000,52.759998,53.139999,51.840424,3228200
2018-04-12,53.380001,54.070000,53.160000,53.810001,52.494041,2604300
2018-04-13,54.639999,54.680000,54.130001,54.259998,52.933033,2687900
2018-04-16,54.970001,54.980000,53.869999,54.230000,52.903770,2414500
2018-04-17,54.639999,54.889999,54.380001,54.740002,53.401299,4476400
2018-04-18,56.730000,57.400002,56.639999,56.849998,55.459694,5314600
2018-04-19,57.009998,57.139999,56.139999,56.560001,55.176788,2666000
2018-04-20,56.560001,56.930000,56.189999,56.599998,55.215809,2489500
2018-04-23,55.290001,55.930000,55.049999,55.520000,54.162220,3019600
2018-04-24,56.099998,56.490002,55.160000,55.680000,54.318310,2321400
2018-04-25,55.009998,55.490002,54.669998,55.230000,53.879314,2535300
2018-04-26,56.220001,56.220001,55.340000,55.680000,54.318310,1910100
2018-04-27,55.029999,55.549999,54.930000,55.139999,53.791515,2835600
2018-04-30,55.009998,55.340000,54.910000,54.950001,53.606163,1855400
2018-05-01,54.720001,54.759998,53.880001,54.560001,53.225700,2493400
2018-05-02,55.430000,55.580002,54.849998,55.020000,53.674450,2115000
2018-05-03,55.480000,55.639999,54.650002,55.459999,54.103687,1911000
2018-05-04,55.209999,55.889999,55.130001,55.619999,54.259773,1997600
2018-05-07,55.799999,55.860001,55.240002,55.480000,54.123199,1757500
2018-05-08,55.349998,55.419998,54.689999,55.410000,54.054913,2571300
2018-05-09,55.970001,56.790001,55.840000,56.560001,55.176788,3765900
2018-05-10,56.779999,57.439999,56.619999,57.349998,55.947468,2198700
2018-05-11,57.970001,58.119999,57.220001,57.389999,55.986488,2502900
2018-05-14,57.990002,58.200001,57.669998,57.849998,56.435238,1983700
2018-05-15,57.000000,57.700001,56.810001,57.520000,56.113312,1449300
2018-05-16,58.959999,59.270000,58.840000,58.930000,57.488827,2722200
2018-05-17,58.549999,59.189999,58.490002,58.980000,57.537605,1521300
2018-05-18,58.549999,58.889999,58.250000,58.410000,56.981544,1965200
2018-05-21,58.990002,59.299999,58.849998,59.160000,57.713203,2269500
2018-05-22,59.189999,59.660000,58.750000,58.959999,57.518093,4043000
2018-05-23,57.680000,57.860001,57.130001,57.759998,56.347439,2584200
2018-05-24,57.520000,57.669998,57.020000,57.599998,56.191353,1461300
2018-05-25,56.900002,57.139999,56.540001,56.980000,55.586517,1229300
2018-05-29,56.360001,56.639999,55.580002,55.820000,54.454884,1947200
2018-05-30,56.400002,57.099998,56.080002,56.709999,55.323120,2375700
2018-05-31,57.099998,57.169998,56.320000,56.700001,55.313366,1629200
2018-06-01,57.360001,57.820000,57.139999,57.540001,56.132820,1562500
2018-06-04,57.990002,58.099998,57.549999,57.660000,56.249886,1157900
2018-06-05,58.130001,58.599998,58.029999,58.529999,57.098610,1889900
2018-06-06,59.580002,60.720001,59.560001,60.669998,59.186272,4521200
2018-06-07,59.939999,60.459999,59.070000,59.639999,58.181465,2969400
2018-06-08,59.520000,59.630001,59.060001,59.220001,57.771736,1929900
2018-06-11,59.230000,59.520000,59.060001,59.099998,57.654667,2422800
2018-06-12,58.730000,58.980000,58.470001,58.770000,57.332741,1472100
2018-06-13,58.549999,59.070000,58.299999,58.730000,57.293716,1677400
2018-06-14,58.709999,59.040001,58.189999,58.500000,57.069344,1959800
2018-06-15,57.049999,57.139999,56.080002,56.790001,55.401165,3674200
2018-06-18,56.110001,57.099998,56.040001,57.060001,55.664562,2698100
2018-06-19,54.490002,54.990002,54.270000,54.950001,53.606163,4656700
2018-06-20,55.549999,55.560001,54.650002,55.070000,53.723225,2452500
2018-06-21,54.810001,55.000000,54.520000,54.720001,53.381786,2221600
2018-06-22,56.020000,56.099998,55.410000,55.459999,54.103687,2400100
2018-06-25,54.360001,54.529999,53.619999,54.119999,52.796459,2767400
2018-06-26,54.250000,55.330002,54.150002,55.110001,53.762249,5309800
2018-06-27,55.310001,55.880001,54.740002,54.939999,53.596405,6252700
2018-06-28,54.740002,55.799999,54.619999,55.520000,54.162220,5145700
2018-06-29,56.020000,56.439999,55.389999,55.480000,54.123199,3292100
2018-07-02,54.150002,54.279999,53.560001,53.959999,52.640373,4498600
2018-07-03,54.549999,54.590000,53.660000,53.799999,52.484283,2389600
2018-07-05,53.930000,54.230000,53.680000,54.080002,52.757439,1847700
2018-07-06,53.910000,54.820000,53.759998,54.650002,53.313499,4809500
2018-07-09,55.360001,56.020000,55.060001,55.970001,54.601219,4294100
2018-07-10,55.630001,56.230000,55.540001,56.209999,54.835346,5835100
2018-07-11,54.009998,54.430000,52.980000,53.380001,52.074558,6101000
2018-07-12,53.939999,54.110001,53.520000,54.049999,52.728172,2413200
2018-07-13,53.810001,54.180000,53.590000,54.000000,52.679394,1494400
2018-07-16,53.630001,53.779999,53.389999,53.639999,52.328197,1793100
2018-07-17,54.029999,54.520000,53.880001,54.240002,52.913525,2114700
2018-07-18,54.419998,54.959999,54.049999,54.939999,53.596405,2194200
2018-07-19,53.900002,54.070000,53.060001,53.630001,52.318443,3211700
2018-07-20,53.459999,54.320000,53.389999,53.840000,52.523308,2712500
2018-07-23,53.869999,53.950001,53.639999,53.799999,52.484283,2040200
2018-07-24,56.590000,56.959999,55.860001,55.880001,54.513420,5503300
2018-07-25,55.119999,56.310001,54.959999,56.310001,54.932903,2692600
2018-07-26,55.080002,55.480000,54.759998,55.090000,53.742737,3633400
2018-07-27,55.200001,55.709999,54.840000,55.060001,53.713470,2174400
2018-07-30,54.910000,55.590000,54.810001,54.840000,53.498852,2921600
2018-07-31,56.320000,56.349998,55.450001,55.500000,54.142712,2822100
2018-08-01,54.209999,54.299999,53.520000,53.790001,52.474529,2389500
2018-08-02,51.639999,52.040001,51.410000,51.849998,50.581974,6363100
2018-08-03,51.610001,52.860001,51.590000,52.700001,51.411186,6532300
2018-08-06,51.439999,51.750000,51.009998,51.340000,50.084446,3486600
2018-08-07,52.730000,52.759998,51.380001,51.509998,50.250286,3017700
2018-08-08,51.720001,52.200001,51.150002,51.970001,50.699039,3059100
2018-08-09,50.860001,50.930000,50.279999,50.340000,50.340000,1683400
2018-08-10,49.029999,49.639999,49.029999,49.529999,49.529999,4511800
